Unnamed: 0,UniqueID,Section_a,Section_b,Section_c,Section_de,Section_f,Section_g,Section_h,Section_t,Section_ij,y_TotalFactors
9226,14051,1,1,2,1,0,1,0,1,0,7.0
9227,14051,0,1,2,2,0,0,0,3,0,
9228,14051,3,2,1,3,4,1,1,3,1,9.0
9227,14051,0,1,2,2,0,0,0,3,0,
9228,14051,3,2,1,3,4,1,1,3,1,9.0
9229,14051,3,2,3,2,2,0,0,1,0,6.0
9228,14051,3,2,1,3,4,1,1,3,1,9.0
9229,14051,3,2,3,2,2,0,0,1,0,6.0
9230,14051,2,0,0,1,1,1,0,3,0,6.0
9231,14053,0,0,3,0,0,0,0,1,0,2.0
9232,14053,4,3,2,1,0,2,0,1,0,6.0
9233,14053,0,2,2,0,0,0,0,0,0,2.0
9238,14064,0,3,1,0,0,1,2,0,0,4.0
9239,14064,0,2,1,1,1,2,3,0,0,7.0
9240,14064,0,2,0,0,0,1,2,0,0,3.0
9241,14065,2,3,2,0,1,1,3,3,3,8.0
9242,14065,0,2,0,0,1,1,2,3,1,6.0
9243,14065,0,1,3,0,1,2,1,3,1,7.0
9244,14066,0,1,0,0,0,1,0,0,0,2.0
9245,14066,0,1,1,1,0,1,2,3,0,
9246,14066,1,2,0,1,0,1,4,0,0,6.0
9245,14066,0,1,1,1,0,1,2,3,0,
9246,14066,1,2,0,1,0,1,4,0,0,6.0
9247,14066,1,1,1,1,0,0,2,3,0,6.0
9246,14066,1,2,0,1,0,1,4,0,0,6.0
9247,14066,1,1,1,1,0,0,2,3,0,6.0
9248,14066,0,0,0,0,0,1,1,0,0,2.0
9250,14068,2,4,3,2,3,4,2,0,2,8.0
9251,14068,2,3,1,0,2,3,2,0,1,7.0
9252,14068,0,0,2,0,0,0,0,0,0,1.0
9262,14077,0,1,1,1,1,3,1,1,1,8.0
9263,14077,0,0,2,0,0,0,0,0,0,1.0
9264,14077,0,0,2,0,0,0,0,0,0,1.0
9263,14077,0,0,2,0,0,0,0,0,0,1.0
9264,14077,0,0,2,0,0,0,0,0,0,1.0
9265,14077,0,0,0,0,0,0,0,0,0,0.0
9268,14080,0,1,2,2,0,1,1,1,0,7.0
9269,14080,0,1,0,1,2,1,0,0,0,5.0
9270,14080,0,2,3,1,1,0,0,1,0,5.0
9269,14080,0,1,0,1,2,1,0,0,0,5.0
9270,14080,0,2,3,1,1,0,0,1,0,5.0
9271,14080,0,1,1,1,1,0,0,0,0,4.0
9272,14081,0,0,0,0,1,1,0,1,0,3.0
9273,14081,0,0,0,0,0,3,0,0,0,1.0
9274,14081,0,0,0,0,0,0,0,0,0,0.0
9291,14097,1,0,0,2,0,1,0,0,0,3.0
9292,14097,1,1,0,1,0,0,0,0,0,3.0
9293,14097,2,2,0,0,1,2,0,0,0,4.0
9292,14097,1,1,0,1,0,0,0,0,0,3.0
9293,14097,2,2,0,0,1,2,0,0,0,4.0
9294,14097,0,3,0,2,1,0,0,0,2,4.0
9300,14101,1,2,1,1,2,0,1,3,1,8.0
9301,14101,0,0,1,0,1,3,1,1,0,6.0
9302,14101,0,1,0,0,1,0,2,1,0,4.0
9305,14107,0,1,0,2,1,3,4,1,2,7.0
9306,14107,0,2,1,4,2,3,4,1,3,8.0
9307,14107,0,4,0,1,0,2,0,0,1,4.0
9312,14113,1,0,2,1,0,1,0,0,0,5.0
9313,14113,0,0,0,1,0,0,0,0,0,1.0
9314,14113,0,0,1,0,0,0,0,0,0,1.0
9313,14113,0,0,0,1,0,0,0,0,0,1.0
9314,14113,0,0,1,0,0,0,0,0,0,1.0
9315,14113,0,0,2,0,0,0,0,0,0,1.0
9316,14114,0,0,1,1,0,1,1,1,1,6.0
9317,14114,0,0,1,2,1,0,0,0,0,4.0
9318,14114,0,0,1,2,2,0,0,1,3,5.0
9317,14114,0,0,1,2,1,0,0,0,0,4.0
9318,14114,0,0,1,2,2,0,0,1,3,5.0
9319,14114,0,0,2,2,0,0,3,1,0,5.0
9351,14147,0,0,0,0,0,0,0,1,0,1.0
9352,14147,0,3,3,0,0,0,1,3,1,5.0
9353,14147,1,0,1,1,1,0,1,1,0,6.0
9352,14147,0,3,3,0,0,0,1,3,1,5.0
9353,14147,1,0,1,1,1,0,1,1,0,6.0
9354,14147,0,1,2,1,2,0,0,1,0,5.0
9375,14160,0,0,0,0,0,3,1,1,0,4.0
9376,14160,0,0,1,1,4,3,3,3,1,7.0
9377,14160,0,0,0,0,0,0,0,0,0,0.0
9393,14173,0,0,0,3,0,1,0,1,0,3.0
9394,14173,0,1,0,1,0,0,0,0,0,2.0
9395,14173,0,0,1,2,0,0,1,1,1,5.0
9394,14173,0,1,0,1,0,0,0,0,0,2.0
9395,14173,0,0,1,2,0,0,1,1,1,5.0
9396,14173,0,0,0,0,0,0,0,0,0,0.0
9397,14174,0,2,0,0,0,1,0,0,0,3.0
9398,14174,0,0,0,0,1,0,1,0,0,2.0
9399,14174,0,0,0,0,0,0,0,0,0,0.0
9402,14181,0,0,0,0,0,1,0,0,0,1.0
9403,14181,0,0,1,0,0,0,0,0,0,1.0
9404,14181,0,0,0,0,0,0,0,0,0,0.0
9412,14187,1,0,2,0,0,0,3,3,0,4.0
9413,14187,0,0,0,0,0,0,0,1,0,1.0
9414,14187,0,0,0,0,0,0,0,0,0,0.0
9417,14191,0,1,2,0,1,0,0,0,0,3.0
9418,14191,1,2,2,1,1,0,2,1,0,8.0
9419,14191,0,0,0,0,0,0,0,0,0,0.0
9430,14201,1,0,1,2,0,1,4,1,0,7.0
9431,14201,0,1,2,0,1,1,0,0,0,4.0
9432,14201,0,0,3,0,0,0,0,0,0,1.0
9431,14201,0,1,2,0,1,1,0,0,0,4.0
9432,14201,0,0,3,0,0,0,0,0,0,1.0
9433,14201,0,3,0,0,0,0,0,0,0,1.0
9437,14205,0,0,2,0,0,1,0,0,0,2.0
9438,14205,0,0,2,0,0,0,0,1,0,2.0
9439,14205,0,0,0,0,0,0,0,1,0,1.0
9440,14206,0,1,2,2,0,1,0,0,0,4.0
9441,14206,0,0,0,0,0,1,0,0,0,1.0
9442,14206,0,1,0,1,1,1,0,0,0,4.0
9445,14208,0,1,2,4,0,0,0,0,0,3.0
9446,14208,0,0,0,2,0,0,0,3,0,3.0
9447,14208,0,4,0,3,0,4,1,1,0,6.0
9446,14208,0,0,0,2,0,0,0,3,0,3.0
9447,14208,0,4,0,3,0,4,1,1,0,6.0
9448,14208,0,2,0,0,0,0,0,0,0,1.0
9452,14211,1,0,2,1,1,1,0,1,0,6.0
9453,14211,0,0,1,1,2,2,0,0,0,4.0
9454,14211,0,0,1,3,2,4,0,0,0,4.0
9459,14215,1,0,3,2,1,1,0,3,0,6.0
9460,14215,0,0,2,1,0,1,4,3,0,6.0
9461,14215,2,0,0,2,4,2,4,3,0,7.0
9464,14217,0,0,0,0,0,0,0,1,0,1.0
9465,14217,0,0,0,0,0,0,0,3,0,1.0
9466,14217,0,0,1,0,0,0,0,0,0,1.0
9473,14223,2,1,1,0,1,2,0,0,0,5.0
9474,14223,0,2,0,0,0,0,0,0,0,1.0
9475,14223,0,0,0,2,1,2,3,0,1,5.0
9480,14227,4,1,2,2,2,2,0,3,0,7.0
9481,14227,2,3,1,1,2,1,0,1,0,8.0
9482,14227,1,1,2,2,2,1,0,1,0,8.0
9481,14227,2,3,1,1,2,1,0,1,0,8.0
9482,14227,1,1,2,2,2,1,0,1,0,8.0
9483,14227,1,1,0,0,2,2,0,3,0,6.0
9485,14230,0,0,1,2,0,0,0,0,0,2.0
9486,14230,0,0,0,1,0,0,0,0,0,1.0
9487,14230,0,0,0,2,1,1,0,0,0,3.0
9488,14231,1,0,0,0,0,0,0,0,0,1.0
9489,14231,0,0,1,0,0,0,0,0,0,1.0
9490,14231,0,0,0,0,0,0,0,1,0,1.0
9492,14236,3,3,3,2,1,3,2,1,0,8.0
9493,14236,1,0,2,0,0,0,0,0,0,3.0
9494,14236,0,0,0,0,0,0,0,0,0,0.0
9496,14239,0,0,1,0,0,0,0,0,0,1.0
9497,14239,0,0,0,1,0,0,0,1,0,2.0
9498,14239,0,0,0,0,0,0,0,0,0,0.0
9504,14243,1,2,0,1,0,0,0,0,1,4.0
9505,14243,0,2,0,0,0,0,0,1,0,2.0
9506,14243,0,1,1,0,0,0,0,0,0,2.0
9505,14243,0,2,0,0,0,0,0,1,0,2.0
9506,14243,0,1,1,0,0,0,0,0,0,2.0
9507,14243,0,0,0,0,0,2,0,0,0,1.0
9510,14246,0,0,1,2,0,1,0,1,0,4.0
9511,14246,0,0,2,0,0,0,0,0,0,1.0
9512,14246,0,0,0,0,0,0,0,0,0,0.0
9511,14246,0,0,2,0,0,0,0,0,0,1.0
9512,14246,0,0,0,0,0,0,0,0,0,0.0
9513,14246,0,0,2,0,1,0,0,1,0,3.0
9515,14248,4,1,1,3,2,1,3,1,0,9.0
9516,14248,1,3,1,1,0,3,2,1,0,7.0
9517,14248,3,3,2,0,0,2,2,1,0,7.0
9516,14248,1,3,1,1,0,3,2,1,0,7.0
9517,14248,3,3,2,0,0,2,2,1,0,7.0
9518,14248,1,3,1,0,1,4,1,0,3,7.0
9520,14251,0,1,2,1,0,0,0,1,0,4.0
9521,14251,0,0,0,2,0,0,0,1,0,2.0
9522,14251,0,2,4,0,1,1,3,1,2,
9523,14253,0,1,0,2,0,1,0,1,0,5.0
9524,14253,0,1,0,1,0,2,0,1,0,4.0
9525,14253,0,3,1,1,0,1,0,0,0,4.0
9526,14255,2,3,0,1,1,0,2,1,1,7.0
9527,14255,0,2,0,0,2,0,1,1,0,5.0
9528,14255,0,3,0,0,2,1,1,0,0,5.0
9527,14255,0,2,0,0,2,0,1,1,0,5.0
9528,14255,0,3,0,0,2,1,1,0,0,5.0
9529,14255,0,2,0,0,1,0,1,0,0,4.0
9530,14256,0,0,3,0,0,1,4,0,3,4.0
9531,14256,0,0,3,1,0,0,0,1,1,4.0
9532,14256,0,4,2,2,1,1,1,1,2,
9531,14256,0,0,3,1,0,0,0,1,1,4.0
9532,14256,0,4,2,2,1,1,1,1,2,
9533,14256,0,0,1,1,1,0,3,1,3,6.0
9536,14258,1,1,2,1,0,0,4,0,0,6.0
9537,14258,2,2,1,1,0,0,2,0,3,6.0
9538,14258,0,1,3,0,0,0,2,1,0,5.0
9539,14259,0,2,0,1,0,0,0,1,0,
9540,14259,0,0,3,0,0,0,0,1,0,
9541,14259,0,0,0,0,0,0,1,1,1,
9542,14263,0,0,0,2,3,2,3,3,0,6.0
9543,14263,0,0,0,1,1,0,2,0,0,4.0
9544,14263,0,1,0,2,2,1,1,0,0,6.0
9545,14264,1,0,1,0,0,1,0,3,0,
9546,14264,0,0,0,0,0,0,0,1,0,1.0
9547,14264,0,0,0,1,0,0,0,1,0,2.0
9548,14265,0,0,0,0,2,0,0,0,0,1.0
9549,14265,0,0,0,1,4,0,0,0,0,2.0
9550,14265,0,0,0,0,1,0,0,0,0,1.0
9551,14266,2,0,1,1,2,1,0,0,1,6.0
9552,14266,1,1,3,1,2,4,1,0,3,8.0
9553,14266,0,2,1,2,2,3,4,3,3,
9554,14267,0,4,3,0,0,0,0,1,1,4.0
9555,14267,1,4,1,1,1,1,0,1,1,
9556,14267,2,4,3,4,2,1,4,3,2,9.0
9557,14269,2,1,0,1,1,0,0,0,0,4.0
9558,14269,0,0,1,3,0,3,1,0,0,4.0
9559,14269,0,1,1,1,0,1,3,3,0,6.0
9560,14270,1,1,0,4,3,2,0,3,0,6.0
9561,14270,2,0,0,0,0,0,0,1,0,
9562,14270,0,0,0,0,0,0,0,0,0,0.0
9561,14270,2,0,0,0,0,0,0,1,0,
9562,14270,0,0,0,0,0,0,0,0,0,0.0
9563,14270,1,0,0,0,0,0,0,0,0,1.0
9564,14271,0,4,0,2,0,0,4,1,0,5.0
9565,14271,0,3,0,0,0,0,0,0,0,2.0
9566,14271,0,3,0,0,0,1,0,0,0,2.0
9567,14272,0,2,2,2,0,2,4,1,0,6.0
9568,14272,0,0,2,1,0,1,4,0,0,5.0
9569,14272,0,0,0,2,0,0,3,0,0,3.0
9568,14272,0,0,2,1,0,1,4,0,0,5.0
9569,14272,0,0,0,2,0,0,3,0,0,3.0
9570,14272,0,0,0,1,0,0,2,0,0,3.0
9571,14273,0,0,1,1,0,0,0,1,0,3.0
9572,14273,3,1,1,2,1,1,2,1,2,
9573,14273,2,0,0,2,1,1,1,1,3,
9572,14273,3,1,1,2,1,1,2,1,2,
9573,14273,2,0,0,2,1,1,1,1,3,
9574,14273,2,2,0,0,1,1,2,1,0,
9575,14274,0,2,0,2,2,2,2,1,2,
9576,14274,0,2,0,2,2,0,2,0,2,5.0
9577,14274,0,2,0,3,1,2,1,1,2,7.0
9578,14275,3,0,1,1,1,0,0,1,0,6.0
9579,14275,2,0,0,1,0,3,0,0,0,3.0
9580,14275,3,2,0,2,1,1,1,0,1,7.0
9581,14276,4,3,1,2,4,2,2,3,0,9.0
9582,14276,2,3,1,2,2,4,2,0,1,8.0
9583,14276,2,3,0,2,4,1,0,0,1,6.0
9582,14276,2,3,1,2,2,4,2,0,1,8.0
9583,14276,2,3,0,2,4,1,0,0,1,6.0
9584,14276,0,2,0,0,1,2,0,0,0,4.0
9585,14278,0,1,3,0,1,0,3,1,0,6.0
9586,14278,0,3,0,0,1,0,4,0,0,4.0
9587,14278,0,0,0,0,0,0,1,0,0,1.0
9586,14278,0,3,0,0,1,0,4,0,0,4.0
9587,14278,0,0,0,0,0,0,1,0,0,1.0
9588,14278,0,1,0,0,1,0,2,0,0,4.0
9589,14279,1,1,0,3,2,1,2,1,0,7.0
9590,14279,0,0,0,0,3,1,3,1,0,
9591,14279,0,0,0,1,1,1,4,1,0,
9590,14279,0,0,0,0,3,1,3,1,0,
9591,14279,0,0,0,1,1,1,4,1,0,
9592,14279,1,0,0,2,2,1,1,0,0,6.0
9593,14280,3,1,3,2,3,1,3,1,2,9.0
9594,14280,3,2,0,1,4,4,3,1,2,
9595,14280,1,1,0,0,3,4,1,0,1,6.0
9594,14280,3,2,0,1,4,4,3,1,2,
9595,14280,1,1,0,0,3,4,1,0,1,6.0
9596,14280,1,2,0,0,4,4,2,1,1,
9599,14282,1,4,0,2,1,2,0,1,0,6.0
9600,14282,2,4,0,2,1,4,0,1,0,
9601,14282,0,3,0,0,1,2,0,0,0,3.0
9600,14282,2,4,0,2,1,4,0,1,0,
9601,14282,0,3,0,0,1,2,0,0,0,3.0
9602,14282,0,0,0,0,0,1,0,0,0,2.0
9603,14283,2,0,3,2,0,2,0,3,0,5.0
9604,14283,0,2,1,0,0,0,0,1,0,
9605,14283,0,0,1,0,0,0,0,3,0,2.0
9604,14283,0,2,1,0,0,0,0,1,0,
9605,14283,0,0,1,0,0,0,0,3,0,2.0
9606,14283,0,1,1,0,0,1,3,3,0,
9607,14284,4,4,1,2,2,4,3,3,0,9.0
9608,14284,0,2,0,0,1,1,1,0,0,5.0
9609,14284,0,0,1,0,0,0,2,1,0,
9608,14284,0,2,0,0,1,1,1,0,0,5.0
9609,14284,0,0,1,0,0,0,2,1,0,
9610,14284,0,1,2,0,0,0,0,0,1,3.0
9611,14285,1,0,2,2,0,0,0,3,0,4.0
9612,14285,1,1,0,1,1,2,2,3,0,
9613,14285,0,1,0,2,2,0,0,3,0,
9612,14285,1,1,0,1,1,2,2,3,0,
9613,14285,0,1,0,2,2,0,0,3,0,
9614,14285,1,0,1,2,1,1,0,3,0,
9613,14285,0,1,0,2,2,0,0,3,0,
9614,14285,1,0,1,2,1,1,0,3,0,
9615,14285,1,1,1,1,1,0,1,3,0,
9614,14285,1,0,1,2,1,1,0,3,0,
9615,14285,1,1,1,1,1,0,1,3,0,
9616,14285,0,0,2,1,0,0,0,1,0,4.0
9617,14286,0,0,1,0,1,1,3,3,0,6.0
9618,14286,0,2,0,0,1,3,3,3,0,6.0
9619,14286,0,2,0,0,0,2,0,3,0,
9620,14287,3,0,0,2,0,0,0,1,0,4.0
9621,14287,2,3,2,0,0,0,0,3,0,5.0
9622,14287,2,1,0,0,0,0,0,1,0,3.0
9621,14287,2,3,2,0,0,0,0,3,0,5.0
9622,14287,2,1,0,0,0,0,0,1,0,3.0
9623,14287,1,1,0,0,0,1,0,3,0,
9624,14288,0,2,0,1,1,0,1,3,0,6.0
9625,14288,0,3,0,0,0,1,0,0,0,2.0
9626,14288,0,2,0,0,1,1,0,1,0,4.0
9625,14288,0,3,0,0,0,1,0,0,0,2.0
9626,14288,0,2,0,0,1,1,0,1,0,4.0
9627,14288,1,1,0,0,0,0,0,0,0,2.0
9628,14289,0,3,2,1,2,1,1,3,1,8.0
9629,14289,0,0,0,0,0,1,0,0,0,1.0
9630,14289,0,0,0,0,0,0,0,0,0,0.0
9629,14289,0,0,0,0,0,1,0,0,0,1.0
9630,14289,0,0,0,0,0,0,0,0,0,0.0
9631,14289,0,0,0,0,0,0,0,0,0,0.0
9632,14290,3,3,3,1,1,2,0,1,0,7.0
9633,14290,0,0,0,0,0,1,0,0,0,1.0
9634,14290,0,0,1,0,0,0,0,0,0,1.0
9633,14290,0,0,0,0,0,1,0,0,0,1.0
9634,14290,0,0,1,0,0,0,0,0,0,1.0
9635,14290,1,0,0,0,0,1,0,0,0,2.0
9636,14291,0,0,1,1,3,1,4,1,1,
9637,14291,0,0,0,2,1,1,2,1,0,6.0
9638,14291,0,1,1,3,1,1,1,0,1,7.0
9639,14293,1,3,2,3,0,1,3,1,2,8.0
9640,14293,0,0,0,2,2,4,4,0,3,5.0
9641,14293,0,0,1,0,0,0,0,0,0,2.0
9640,14293,0,0,0,2,2,4,4,0,3,5.0
9641,14293,0,0,1,0,0,0,0,0,0,2.0
9642,14293,0,0,0,0,0,1,2,0,0,3.0
9643,14294,0,0,1,1,0,1,0,0,0,3.0
9644,14294,0,0,1,2,2,0,1,1,2,6.0
9645,14294,0,2,0,0,0,0,0,0,0,1.0
9644,14294,0,0,1,2,2,0,1,1,2,6.0
9645,14294,0,2,0,0,0,0,0,0,0,1.0
9646,14294,1,1,1,2,2,0,0,1,0,7.0
9647,14295,2,0,2,4,2,2,0,0,1,6.0
9648,14295,3,3,2,4,1,4,1,0,1,8.0
9649,14295,1,2,1,1,0,3,0,0,0,6.0
9650,14296,2,0,0,1,0,2,0,3,0,4.0
9651,14296,1,0,1,2,0,4,3,3,0,
9652,14296,2,0,0,0,0,4,0,0,0,2.0
9651,14296,1,0,1,2,0,4,3,3,0,
9652,14296,2,0,0,0,0,4,0,0,0,2.0
9653,14296,1,1,0,2,0,3,0,0,0,4.0
9652,14296,2,0,0,0,0,4,0,0,0,2.0
9653,14296,1,1,0,2,0,3,0,0,0,4.0
9654,14296,2,1,1,2,0,3,1,0,0,6.0
9653,14296,1,1,0,2,0,3,0,0,0,4.0
9654,14296,2,1,1,2,0,3,1,0,0,6.0
9655,14296,1,0,0,2,0,2,0,1,0,4.0
9657,14298,1,2,3,4,3,3,3,1,1,9.0
9658,14298,2,0,1,3,2,4,3,0,0,7.0
9659,14298,0,1,0,0,1,2,4,0,0,5.0
9658,14298,2,0,1,3,2,4,3,0,0,7.0
9659,14298,0,1,0,0,1,2,4,0,0,5.0
9660,14298,0,0,1,0,0,0,2,0,0,2.0
9661,14299,0,0,0,1,1,0,0,3,0,3.0
9662,14299,1,3,2,4,2,4,4,3,2,
9663,14299,4,3,2,3,4,3,4,1,3,
9662,14299,1,3,2,4,2,4,4,3,2,
9663,14299,4,3,2,3,4,3,4,1,3,
9664,14299,3,3,1,3,4,3,4,3,4,
9663,14299,4,3,2,3,4,3,4,1,3,
9664,14299,3,3,1,3,4,3,4,3,4,
9665,14299,3,4,1,2,2,2,4,3,4,
9666,14300,1,0,1,1,0,1,0,0,0,4.0
9667,14300,0,0,0,0,0,0,0,0,0,0.0
9668,14300,0,0,0,0,0,0,0,0,4,1.0
9669,14301,1,0,2,1,0,4,3,0,0,5.0
9670,14301,0,0,0,0,1,3,0,0,0,2.0
9671,14301,1,4,1,0,4,3,3,1,1,8.0
9670,14301,0,0,0,0,1,3,0,0,0,2.0
9671,14301,1,4,1,0,4,3,3,1,1,8.0
9672,14301,0,0,0,0,0,1,0,0,0,1.0
9673,14303,3,1,3,1,0,1,4,3,1,8.0
9674,14303,4,4,3,4,0,2,4,3,2,
9675,14303,2,0,3,3,0,3,2,3,2,
9674,14303,4,4,3,4,0,2,4,3,2,
9675,14303,2,0,3,3,0,3,2,3,2,
9676,14303,1,0,1,4,0,4,4,3,2,
9675,14303,2,0,3,3,0,3,2,3,2,
9676,14303,1,0,1,4,0,4,4,3,2,
9677,14303,3,0,3,4,1,4,4,3,2,
9678,14304,0,0,4,0,0,0,1,3,0,3.0
9679,14304,1,2,0,2,2,4,3,3,2,
9680,14304,0,2,2,2,2,4,3,0,1,7.0
9679,14304,1,2,0,2,2,4,3,3,2,
9680,14304,0,2,2,2,2,4,3,0,1,7.0
9681,14304,0,1,2,1,2,2,2,3,1,
9682,14305,0,0,1,1,0,0,4,0,0,3.0
9683,14305,0,0,0,0,0,2,1,1,0,3.0
9684,14305,0,0,0,1,0,3,3,1,2,5.0
9683,14305,0,0,0,0,0,2,1,1,0,3.0
9684,14305,0,0,0,1,0,3,3,1,2,5.0
9685,14305,3,0,1,4,4,2,3,1,3,8.0
9684,14305,0,0,0,1,0,3,3,1,2,5.0
9685,14305,3,0,1,4,4,2,3,1,3,8.0
9686,14305,2,3,0,2,3,1,2,1,2,8.0
9687,14306,0,0,1,2,0,0,1,3,0,4.0
9688,14306,1,0,2,1,0,0,0,1,0,4.0
9689,14306,0,0,1,1,1,0,0,0,0,4.0
9688,14306,1,0,2,1,0,0,0,1,0,4.0
9689,14306,0,0,1,1,1,0,0,0,0,4.0
9690,14306,0,0,0,1,0,0,1,0,0,3.0
9689,14306,0,0,1,1,1,0,0,0,0,4.0
9690,14306,0,0,0,1,0,0,1,0,0,3.0
9691,14306,0,3,2,2,0,0,3,1,1,6.0
9692,14307,0,0,2,2,2,0,4,0,0,4.0
9693,14307,0,0,2,1,1,1,4,1,2,7.0
9694,14307,1,0,1,1,1,3,1,1,0,8.0
9693,14307,0,0,2,1,1,1,4,1,2,7.0
9694,14307,1,0,1,1,1,3,1,1,0,8.0
9695,14307,2,1,1,2,2,3,2,1,0,9.0
9694,14307,1,0,1,1,1,3,1,1,0,8.0
9695,14307,2,1,1,2,2,3,2,1,0,9.0
9696,14307,2,1,0,3,2,3,3,1,1,
9695,14307,2,1,1,2,2,3,2,1,0,9.0
9696,14307,2,1,0,3,2,3,3,1,1,
9697,14307,3,1,3,2,3,3,3,1,1,9.0
9698,14308,4,2,1,1,0,0,0,0,0,4.0
9699,14308,3,4,1,1,0,0,0,0,1,5.0
9700,14308,3,4,1,0,2,0,4,1,1,7.0
9699,14308,3,4,1,1,0,0,0,0,1,5.0
9700,14308,3,4,1,0,2,0,4,1,1,7.0
9701,14308,3,4,2,1,2,2,4,0,2,8.0
9700,14308,3,4,1,0,2,0,4,1,1,7.0
9701,14308,3,4,2,1,2,2,4,0,2,8.0
9702,14308,4,3,1,0,2,0,3,1,3,7.0
9701,14308,3,4,2,1,2,2,4,0,2,8.0
9702,14308,4,3,1,0,2,0,3,1,3,7.0
9703,14308,2,2,1,0,1,2,3,0,0,6.0
9704,14309,2,0,1,1,1,0,0,3,0,6.0
9705,14309,4,0,0,0,0,0,3,3,0,
9706,14309,1,0,1,2,2,1,2,1,0,8.0
9705,14309,4,0,0,0,0,0,3,3,0,
9706,14309,1,0,1,2,2,1,2,1,0,8.0
9707,14309,2,1,0,0,0,1,0,3,0,4.0
9708,14310,0,0,2,0,0,0,4,3,0,4.0
9709,14310,0,0,0,0,0,0,0,1,0,
9710,14310,0,0,2,0,0,0,4,3,0,
9709,14310,0,0,0,0,0,0,0,1,0,
9710,14310,0,0,2,0,0,0,4,3,0,
9711,14310,0,0,0,0,0,0,2,1,0,
9712,14313,0,0,0,0,0,0,0,1,0,1.0
9713,14313,0,3,3,1,1,0,1,1,0,7.0
9714,14313,0,0,0,0,0,1,0,0,0,1.0
9715,14314,1,2,2,3,1,3,3,3,2,9.0
9716,14314,0,3,1,0,1,1,2,1,2,
9717,14314,0,2,0,0,1,1,0,1,2,5.0
9716,14314,0,3,1,0,1,1,2,1,2,
9717,14314,0,2,0,0,1,1,0,1,2,5.0
9718,14314,0,3,1,0,0,1,0,1,0,
9719,14315,1,1,1,2,0,1,4,3,0,7.0
9720,14315,0,1,1,1,0,1,3,3,0,
9721,14315,0,0,0,0,0,0,0,0,0,0.0
9722,14316,0,1,2,1,1,4,2,0,2,7.0
9723,14316,1,0,0,1,1,4,0,0,0,4.0
9724,14316,2,0,0,1,1,1,0,0,0,4.0
9723,14316,1,0,0,1,1,4,0,0,0,4.0
9724,14316,2,0,0,1,1,1,0,0,0,4.0
9725,14316,0,0,2,0,1,0,0,0,0,2.0
9726,14317,4,2,3,2,2,1,3,3,1,9.0
9727,14317,1,0,0,0,1,0,0,1,0,4.0
9728,14317,1,0,1,0,1,4,0,0,0,5.0
9729,14318,4,4,2,1,1,1,0,1,1,8.0
9730,14318,4,2,0,1,2,1,0,1,1,7.0
9731,14318,2,2,0,0,0,1,3,1,2,6.0
9730,14318,4,2,0,1,2,1,0,1,1,7.0
9731,14318,2,2,0,0,0,1,3,1,2,6.0
9732,14318,4,2,0,1,3,3,2,1,0,
9731,14318,2,2,0,0,0,1,3,1,2,6.0
9732,14318,4,2,0,1,3,3,2,1,0,
9733,14318,2,2,0,0,1,1,0,0,0,4.0
9732,14318,4,2,0,1,3,3,2,1,0,
9733,14318,2,2,0,0,1,1,0,0,0,4.0
9734,14318,0,0,0,2,1,1,0,0,0,3.0
9735,14319,4,0,2,4,3,2,0,1,1,7.0
9736,14319,1,0,0,4,0,0,0,0,0,2.0
9737,14319,1,0,0,2,1,1,3,3,0,7.0
9736,14319,1,0,0,4,0,0,0,0,0,2.0
9737,14319,1,0,0,2,1,1,3,3,0,7.0
9738,14319,1,0,0,1,1,0,0,1,0,4.0
9739,14320,0,0,0,0,1,2,0,1,1,4.0
9740,14320,0,0,0,1,1,2,0,0,0,3.0
9741,14320,0,0,0,0,0,0,0,0,0,0.0
9742,14321,4,1,0,1,2,1,0,1,0,6.0
9743,14321,0,0,1,0,1,1,1,0,0,4.0
9744,14321,3,0,1,0,2,1,1,0,0,5.0
9743,14321,0,0,1,0,1,1,1,0,0,4.0
9744,14321,3,0,1,0,2,1,1,0,0,5.0
9745,14321,0,2,0,0,1,1,0,0,0,3.0
9746,14323,1,1,1,1,1,0,2,3,0,7.0
9747,14323,2,1,0,0,2,3,0,3,0,
9748,14323,2,1,1,2,2,3,2,3,1,9.0
9747,14323,2,1,0,0,2,3,0,3,0,
9748,14323,2,1,1,2,2,3,2,3,1,9.0
9749,14323,0,2,2,2,3,2,1,3,2,
9750,14324,4,4,1,2,1,3,3,1,0,
9751,14324,2,3,2,2,2,4,3,0,0,7.0
9752,14324,1,0,0,2,0,1,1,1,0,5.0
9751,14324,2,3,2,2,2,4,3,0,0,7.0
9752,14324,1,0,0,2,0,1,1,1,0,5.0
9753,14324,0,0,0,2,0,1,2,0,0,3.0
9754,14325,0,0,1,1,0,0,1,1,0,5.0
9755,14325,1,1,2,4,1,1,0,1,0,8.0
9756,14325,0,0,1,3,0,2,4,1,1,6.0
9757,14326,0,1,3,0,0,0,0,1,0,3.0
9758,14326,0,1,3,2,0,1,2,0,0,6.0
9759,14326,0,1,0,1,0,1,0,0,0,4.0
9758,14326,0,1,3,2,0,1,2,0,0,6.0
9759,14326,0,1,0,1,0,1,0,0,0,4.0
9760,14326,0,1,0,1,1,0,0,0,0,4.0
9759,14326,0,1,0,1,0,1,0,0,0,4.0
9760,14326,0,1,0,1,1,0,0,0,0,4.0
9761,14326,0,2,0,0,1,1,0,0,0,4.0
